pers_id;polca_id;id_nl_pdc_num;id_nl_pdc_code;id_nl_pdc_bio_id;id_nl_pdc_slug;id_de_manow;id_de_parliament;id_ch_parliament;id_ie_parliament;id_uk_scotparl;id_no_storting;id_ca_parlinfo;id_us_bioguide;id_us_icpsr;wikidata_id;last_name;first_name;other_name;gender;birth_date;death_date;birth_place_raw;citizenship_canton;hometown_raw;title_raw;military_raw;initials;twitter_screen_name;twitter_id;;;;PolCa-PartyWhenEnteredParliament;PolCa-nonpoliticalprepar;PolCa-politicalprepar;ohmura-career-type;ohmura-mandate
DE_Jording_Werner_1925;;;;;;4409;;;;;;;;;;Jording;Werner;NA;m;26nov1925;NA;Guetersloh;;;NA;;;;;;;;;;;;
DE_Jork_Rainer_1940;;;;;;122323;11001033;;;;;;;;;Jork;Rainer;NA;m;16mar1940;NC;NA;;;Dr;;;;;;;;;;;;
DE_Joroan_Wilhelm_1903;;;;;;71067;;;;;;;;;;Joroan;Wilhelm;NA;m;11jan1903;NA;NA;;;NA;;;;;;;;;;;;
DE_Jortzik_Emil_1900;;;;;;4410;;;;;;;;;;Jortzik;Emil;NA;m;23feb1900;NA;Rogowken;;;NA;;;;;;;;;;;;
DE_Joseph_Manfred_1937;;;;;;121462;;;;;;;;;;Joseph;Manfred;NA;m;01jan1937;NA;NA;;;NA;;;;;;;;;;;;
DE_Josko_Karl_1918;;;;;;4411;;;;;;;;;;Josko;Karl-Heinz;NA;m;25jan1918;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Elisabeth_1934;;;;;;90946;;;;;;;;;;Jost;Elisabeth;NA;f;01jan1934;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Guido_1961;;;;;;142829;;;;;;;;;;Jost;Guido;NA;m;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Helga_1929;;;;;;143497;;;;;;;;;;Jost;Helga;NA;f;01jan1929;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Ingrid_1948;;;;;;172619;;;;;;;;;;Jost;Ingrid;NA;f;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Joachim_1947;;;;;;151774;;;;;;;;;;Jost;Joachim;NA;m;01jan1947;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jost_Karl_1928;;;;;;81213;;;;;;;;;;Jost;Karl;NA;m;09nov1928;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Manfred_1950;;;;;;110825;;;;;;;;;;Jost;Manfred;NA;m;01jan1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Reiner_1943;;;;;;70240;;;;;;;;;;Jost;Reiner;NA;m;19aug1943;NA;NA;;;NA;;;;;;;;;;;;
DE_Jost_Reinhold_1966;;;;;;200321;11004315;;;;;;;;;Jost;Reinhold;NA;m;04jun1966;NC;;;;NA;;;;;;;;;;;;
DE_Josten_Christoph_1966;;;;;;142252;;;;;;;;;;Josten;Christoph;NA;m;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Josten_Johann_1915;;;;;;11112;11001034;;;;;;;;;Josten;Johann-Peter;NA;m;15jul1915;23oct2011;Oberwesel;;;NA;;;;;;;;;;;;
DE_Josting_Josef_1903;;;;;;11113;;;;;;;;;;Josting;Josef;NA;m;03jan1903;NA;Hilden;;;NA;;;;;;;;;;;;
DE_Josuttis_Uwe_1954;;;;;;121935;;;;;;;;;;Josuttis;Uwe;NA;m;01jan1954;NA;NA;;;NA;;;;;;;;;;;;
DE_Joswig_Heidemarie_1962;;;;;;144132;;;;;;;;;;Joswig;Heidemarie;NA;f;01jan1962;NA;NA;;;NA;;;;;;;;;;;;
DE_Jott_Willy_9999;;;;;;11114;;;;;;;;;;Jott;Willy;NA;m;NA;NA;NA;;;NA;;;;;;;;;;;;
DE_Jotzo_Friedrich_1907;;;;;;11115;;;;;;;;;;Jotzo;Friedrich;NA;m;02dec1907;NA;NA;;;NA;;;;;;;;;;;;
DE_Joussen_Kurt_1912;;;;;;11116;;;;;;;;;;Joussen;Kurt;NA;m;11apr1912;NA;Gladbeck;;;Dr;;;;;;;;;;;;
DE_Jubel_Peter_1941;;;;;;122080;;;;;;;;;;Jubel;Peter;NA;m;01jan1941;NA;NA;;;NA;;;;;;;;;;;;
DE_Juch_Barbara_1949;;;;;;121156;;;;;;;;;;Juch;Barbara-Ulrike;NA;f;01jan1949;NA;NA;;;NA;;;;;;;;;;;;
DE_Juchheim_Rainer_1946;;;;;;100495;;;;;;;;;;Juchheim;Rainer;NA;m;01jan1946;NA;NA;;;NA;;;;;;;;;;;;
DE_Juchler_Ingo_1962;;;;;;172020;;;;;;;;;;Juchler;Ingo;NA;m;01jan1962;NA;NA;;;Dr;;;;;;;;;;;;
DE_Judersleben_Steffen_1960;;;;;;120676;;;;;;;;;;Judersleben;Steffen;NA;m;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Judick_Guenter_1929;;;;;;11117;;;;;;;;;;Judick;Guenter;NA;m;15dec1929;NA;NA;;;NA;;;;;;;;;;;;
DE_Juditzki_Bruno_1923;;;;;;11118;;;;;;;;;;Juditzki;Bruno;NA;m;06jun1923;NA;Kabinen/Krs. Roessel (Ostpreussen);;;NA;;;;;;;;;;;;
DE_Juedt_Hans_1941;;;;;;142102;;;;;;;;;;Juedt;Hans-Rainer;NA;m;01jan1941;NA;NA;;;NA;;;;;;;;;;;;
DE_Juelicher_Hans_1915;;;;;;100741;;;;;;;;;;Juelicher;Hans;NA;m;01jan1915;NA;NA;;;NA;;;;;;;;;;;;
DE_Juenemann_Heinz_1927;;;;;;4412;;;;;;;;;;Juenemann;Heinz;NA;m;01aug1927;NA;Witzenhausen;;;NA;;;;;;;;;;;;
DE_Juenemann_Heribert_1945;;;;;;143025;;;;;;;;;;Juenemann;Heribert;NA;m;01jan1945;NA;NA;;;Prof;;;;;;;;;;;;
DE_Juenemann_Klaus_1938;;;;;;90094;;;;;;;;;;Juenemann;Klaus;NA;m;01jan1938;NA;NA;;;NA;;;;;;;;;;;;
DE_Juenger_Dieter_1948;;;;;;137454;;;;;;;;;;Juenger;Dieter;NA;m;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Juenger_Sabine_1973;;;;;;143420;11003156;;;;;;;;;Juenger;Sabine;NA;f;21may1973;NC;NA;;;NA;;;;;;;;;;;;
DE_Juengermann_Rudolf_1941;;;;;;137291;;;;;;;;;;Juengermann-Alexander;Rudolf;NA;m;01jan1941;NA;NA;;;NA;;;;;;;;;;;;
DE_Juengling_Alfred_1911;;;;;;4413;;;;;;;;;;Juengling;Alfred;NA;m;15apr1911;NA;Niklasdorf;;;NA;;;;;;;;;;;;
DE_Juengling_Horst_1948;;;;;;142206;;;;;;;;;;Juengling;Horst;NA;m;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Juengling_Liane_1950;;;;;;161793;;;;;;;;;;Juengling;Liane;NA;f;01jan1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Juengst_Paul_1982;;;;;;151626;;;;;;;;;;Juengst;Paul;NA;m;01jan1982;NA;NA;;;NA;;;;;;;;;;;;
DE_Juenke_Rudolf_1919;;;;;;4414;;;;;;;;;;Juenke;Rudolf;NA;m;08jan1919;NA;NA;;;NA;;;;;;;;;;;;
DE_Jueptner_Krista_1936;;;;;;161572;;;;;;;;;;Jueptner;Krista;NA;f;01jan1936;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Andreas_1956;;;;;;131137;;;;;;;;;;Juergens;Andreas;NA;m;01jan1956;NA;NA;;;Dr;;;;;;;;;;;;
DE_Juergens_Hendrik_1978;;;;;;;;;;;;;;;;Juergens;Hendrik;NA;m;1978;;Bremen;;;NA;;;;;;;;;;;;
DE_Juergens_Juergen_1942;;;;;;110667;;;;;;;;;;Juergens;Juergen;NA;m;01jan1942;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Ludwig_1886;;;;;;4415;;;;;;;;;;Juergens;Ludwig;NA;m;28nov1886;19nov1964;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Ludwig_1942;;;;;;172316;;;;;;;;;;Juergens;Ludwig;NA;m;01jan1942;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Ralf_1956;;;;;;142581;;;;;;;;;;Juergens;Ralf;NA;m;01jan1956;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Ralf_1959;;;;;;111515;;;;;;;;;;Juergens;Ralf;NA;m;01jan1959;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergens_Rudolf_1932;;;;;;4416;;;;;;;;;;Juergens;Rudolf;NA;m;28oct1932;NA;Hannover;;;NA;;;;;;;;;;;;
DE_Juergens_Saskia_1988;;;;;;;;;;;;;;;;Juergens;Saskia;NA;f;1988;;Schwabisch Gmund;;;NA;;;;;;;;;;;;
DE_Juergensen_Bettina_1954;;;;;;91312;;;;;;;;;;Juergensen;Bettina;NA;f;01jan1954;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergensen_Edith_1931;;;;;;80647;;;;;;;;;;Juergensen;Gertraud-Edith;NA;f;21feb1931;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergensen_Julius_1896;;;;;;4417;;;;;;;;;;Juergensen;Julius;NA;m;31mar1896;06nov1957;Flensburg;;;NA;;;;;;;;;;;;
DE_Juergensen_Nikolaus_1906;;;;;;4418;11001035;;;;;;;;;Juergensen;Nikolaus;NA;m;26jan1906;17mar1971;Borby/Krs Eckernfoerde;;;NA;;;;;;;;;;;;
DE_Juergensen_Peter_1944;;;;;;144267;;;;;;;;;;Juergensen;Peter;NA;m;01jan1944;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergensen_Rudolf_1929;;;;;;71720;;;;;;;;;;Juergensen;Rudolf-Julius-Berthold;NA;m;19jun1929;NA;NA;;;NA;;;;;;;;;;;;
DE_Juergensen_Wilhelm_1902;;;;;;11136;;;;;;;;;;Juergensen;Wilhelm;NA;m;02oct1902;19mar1972;Mohrkirch-Osterholz;;;NA;;;;;;;;;;;;
DE_Juergensonn_Harald_1955;;;;;;163029;;;;;;;;;;Juergensonn;Harald-Walter;NA;m;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Juerging_Gustav_1894;;;;;;4419;;;;;;;;;;Juerging;Gustav;NA;m;19nov1894;NA;Enger;;;NA;;;;;;;;;;;;
DE_Juettemann_Gerhard_1951;;;;;;131749;11002693;;;;;;;;;Juettemann;Gerhard;NA;m;10oct1951;NC;NA;;;NA;;;;;;;;;;;;
DE_Juetten_Christiane_1971;;;;;;;;;;;;;;;;Juetten;Christiane;;f;1971;;;;;NA;;;;;;;;;;;;
DE_Juettendonk_Christian_1957;;;;;;;;;;;;;;;;Juettendonk;Christian;;m;1957;;;;;NA;;;;;;;;;;;;
DE_Juettner_Egon_1942;;;;;;120897;11001036;;;;;;;;;Juettner;Egon;NA;m;20may1942;NC;NA;;;Dr.;;;EgonJuettner;871704942;;;;;;;;
DE_Juettner_Heidi_1955;;;;;;153254;;;;;;;;;;Juettner;Heidi;NA;f;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Juettner_Heiner_1941;;;;;;91052;;;;;;;;;;Juettner;Heiner;NA;m;01jan1941;NA;NA;;;Dr;;;;;;;;;;;;
DE_Juettner_Johannes_1966;;;;;;172447;;;;;;;;;;Juettner;Johannes;NA;m;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Juettner_Klaus_1929;;;;;;4420;;;;;;;;;;Juettner;Klaus-Peter;NA;m;28dec1929;NA;Breslau;;;NA;;;;;;;;;;;;
DE_Juettner_Wolfram_1948;;;;;;100964;;;;;;;;;;Juettner;Wolfram;NA;m;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Juffart_Ilse_1923;;;;;;110946;;;;;;;;;;Juffart;Ilse;NA;f;01jan1923;NA;NA;;;NA;;;;;;;;;;;;
DE_Jugel_Walter_1915;;;;;;4421;;;;;;;;;;Jugel;Walter;NA;m;09sep1915;NA;Aussig;;;NA;;;;;;;;;;;;
DE_Jugert_Peter_1938;;;;;;4422;;;;;;;;;;Jugert;Peter;NA;m;27aug1938;NA;Berlin;;;NA;;;;;;;;;;;;
DE_Juhls_Willi_1949;;;;;;101076;;;;;;;;;;Juhls;Willi;NA;m;01jan1949;NA;NA;;;NA;;;;;;;;;;;;
DE_Juhnke_Bernd_1961;;;;;;121757;;;;;;;;;;Juhnke;Bernd;NA;m;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Juhnke_Claus_1944;;;;;;142880;;;;;;;;;;Juhnke;Claus;NA;m;01jan1944;NA;NA;;;NA;;;;;;;;;;;;
DE_Juister_Heini_1911;;;;;;4423;;;;;;;;;;Juister;Heini;NA;m;12may1911;NA;Wittenborn;;;NA;;;;;;;;;;;;
DE_Julius_Gert_1936;;;;;;171929;;;;;;;;;;Julius;Gert;NA;m;01jan1936;NA;NA;;;NA;;;;;;;;;;;;
DE_Jumantov_Jacqueline_1961;;;;;;144179;;;;;;;;;;Jumantov;Jacqueline;NA;f;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Juncker_Albert_1904;;;;;;4424;11001037;;;;;;;;;Juncker;Albert-Ludwig;NA;m;02dec1904;08mar1987;Bochum;;;NA;;;;;;;;;;;;
DE_Juncker_Sylke_1961;;;;;;162704;;;;;;;;;;Juncker-Berndt;Sylke;NA;f;01jan1935;NA;NA;;;NA;;;;;;;;;;;;
DE_Junemann_Andrea_1963;;;;;;143913;;;;;;;;;;Junemann;Andrea-Bettina;NA;f;01jan1963;NA;NA;;;NA;;;;;;;;;;;;
DE_Juner_Joerg_1967;;;;;;172784;;;;;;;;;;Juner;Joerg;NA;m;01jan1967;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Alexander_1976;;;;;;141554;;;;;;;;;;Jung;Alexander-Frank-Roland;NA;m;01jan1976;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Alfons_1892;;;;;;4425;;;;;;;;;;Jung;Alfons;NA;m;18jun1892;NA;Profen/Schlesien;;;NA;;;;;;;;;;;;
DE_Jung_Alfons_1928;;;;;;110269;;;;;;;;;;Jung;Alfons;NA;m;01jan1928;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Andreas_1975;;;;;;152802;11003780;;;;;;;;;Jung;Andreas;NA;m;13may1975;NC;Freiburg im Breisgau;;;NA;;;NoAccountOn092019;NA;;;;;;;;
DE_Jung_Armin_1959;;;;;;;;;;;;;;;;Jung;Armin;;m;1959;;;;;NA;;;;;;;;;;;;
DE_Jung_Armin_1960;;;;;;162974;;;;;;;;;;Jung;Armin-Leo;NA;m;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Arno_1935;;;;;;71354;;;;;;;;;;Jung;Arno;NA;m;12aug1935;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Barbara_1964;;;;;;161873;;;;;;;;;;Jung;Barbara;NA;f;01jan1964;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Birgit_1967;;;;;;;;;;;;;;;;Jung;Birgit;NA;f;1967;;Oberhausen;;;NA;;;;;;;;;;;;
DE_Jung_Brigitte_1966;;;;;;111752;;;;;;;;;;Jung;Brigitte;NA;f;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Bruno_1926;;;;;;4426;;;;;;;;;;Jung;Bruno;NA;m;10jun1926;NA;Rostock;;;NA;;;;;;;;;;;;
DE_Jung_Christian_1977;;;;;;;11004769;;;;;;;;;Jung;Christian;NA;m;20dec1977;NC;Heidelberg;;;Dr.;;;c_jung77;740178046649565184;;;;;;;;
DE_Jung_Christoph_1955;;;;;;110653;;;;;;;;;;Jung;Christoph-Wilhelm;NA;m;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Erich_1894;;;;;;4427;;;;;;;;;;Jung;Erich;NA;m;02jun1894;NA;Mainz;;;Dr;;;;;;;;;;;;
DE_Jung_Franz_1949;;;;;;81462;11003781;;;;;;;;;Jung;Franz-Josef-Friedrich;NA;m;05mar1949;NC;NA;;;Prof Dr;;;jungfj;860067295;;;;;;;;
DE_Jung_Freia_1958;;;;;;;;;;;;;;;;Jung-Klein;Freia;;f;1958;;;;;Dr.;;;;;;;;;;;;
DE_Jung_Friedel_1914;;;;;;4428;;;;;;;;;;Jung;Friedel;NA;f;15jun1914;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Fritz_1927;;;;;;4429;;;;;;;;;;Jung;Fritz;NA;m;21jul1927;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Gabriele_1965;;;;;;173417;;;;;;;;;;Jung;Gabriele;NA;f;01jan1965;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Georg_1891;;;;;;4430;;;;;;;;;;Jung;Georg;NA;m;18jan1891;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Georg_1940;;;;;;81664;;;;;;;;;;Jung;Georg-E;NA;m;07oct1940;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Gerd_1953;;;;;;;;;;;;;;;;Jung;Gerd;NA;m;1953;;Bonn;;;NA;;;;;;;;;;;;
DE_Jung_Gerhard_1956;;;;;;100297;;;;;;;;;;Jung;Gerhard-Karl;NA;m;01jan1956;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Gottlob_1895;;;;;;4431;;;;;;;;;;Jung;Gottlob;NA;m;09jun1895;NA;Oedernhardt;;;NA;;;;;;;;;;;;
DE_Jung_Hans_1914;;;;;;4432;;;;;;;;;;Jung;Hans;NA;m;12dec1914;NA;Alsfeld;;;NA;;;;;;;;;;;;
DE_Jung_Hans_1938;;;;;;151269;;;;;;;;;;Jung;Hans-Juergen;NA;m;01jan1938;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Heinz_1935;;;;;;80158;;;;;;;;;;Jung;Heinz;NA;m;22jan1935;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jung_Helmut_1955;;;;;;162189;;;;;;;;;;Jung;Helmut;NA;m;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Hermann_1957;;;;;;;;;;;;;;;;Jung;Hermann-Thomas;;m;1957;;;;;NA;;;;;;;;;;;;
DE_Jung_Hubert_1933;;;;;;70570;;;;;;;;;;Jung;Hubert;NA;m;28oct1933;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Hugo_1943;;;;;;81257;;;;;;;;;;Jung;Hugo;NA;m;17jul1943;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Ingmar_1978;;;;;;;11004770;;;;;;;;;Jung;Ingmar-Ludwig;NA;m;04apr1978;NC;Wiesbaden-Sonnenberg;;;NA;;;Ingmar_Jung;23296367;;;;;;;;
DE_Jung_Johannes_1967;;;;;;162823;11003779;;;;;;;;;Jung;Johannes;NA;m;27mar1967;NC;NA;;;NA;;;NoAccountOn092019;NA;;;;;;;;
DE_Jung_Josef_1946;;;;;;81909;;;;;;;;;;Jung;Josef;NA;m;16jul1946;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Karl_1879;;;;;;4433;;;;;;;;;;Jung;Karl;NA;m;04jan1879;NA;Gries;;;NA;;;;;;;;;;;;
DE_Jung_Karsten_1977;;;;;;;;;;;;;;;;Jung;Karsten;;m;1977;;;;;Dr.;;;;;;;;;;;;
DE_Jung_Kurt_1925;;;;;;4434;11001038;;;;;;;;;Jung;Kurt;NA;m;15feb1925;23apr1989;Kandel;;;NA;;;;;;;;;;;;
DE_Jung_Manuela_1960;;;;;;173320;;;;;;;;;;Jung;Manuela;NA;f;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Martin_1971;;;;;;153024;;;;;;;;;;Jung;Martin;NA;m;01jan1971;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Michael_1951;;;;;;71327;11001039;;;;;;;;;Jung;Michael-Gerd-Hermann;NA;m;13apr1951;NC;NA;;;NA;;;;;;;;;;;;
DE_Jung_Norbert_1964;;;;;;;;;;;;;;;;Jung;Norbert;;m;1964;;;;;NA;;;;;;;;;;;;
DE_Jung_Peter_1914;;;;;;4435;;;;;;;;;;Jung;Peter;NA;m;24may1914;NA;Koeln;;;NA;;;;;;;;;;;;
DE_Jung_Peter_1948;;;;;;70905;;;;;;;;;;Jung;Peter-Otto-Richard;NA;m;28nov1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Pierre_1976;;;;;;;;;;;;;;;;Jung;Pierre;NA;m;1976;;Dusseldorf;;;NA;;;;;;;;;;;;
DE_Jung_Rainer_1943;;;;;;90196;;;;;;;;;;Jung;Rainer-Hermann;NA;m;01jan1943;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jung_Richard_1920;;;;;;4436;;;;;;;;;;Jung;Richard;NA;m;12jan1920;NA;Ober-Moerlen;;;NA;;;;;;;;;;;;
DE_Jung_Robert_1940;;;;;;111461;;;;;;;;;;Jung;Robert;NA;m;01jan1940;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Sabine_1960;;;;;;172460;;;;;;;;;;Jung;Sabine;NA;f;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Steffen_1977;;;;;;;;;;;;;;;;Jung;Steffen;NA;m;1977;;Reutlingen;;;NA;;;;;;;;;;;;
DE_Jung_Stephanie_1968;;;;;;151170;;;;;;;;;;Jung;Stephanie-Friederike-Dorothee;NA;f;01jan1968;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Thomas_1961unk-1;;;;;;122443;;;;;;;;;;Jung;Thomas;NA;m;01jan1961;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jung_Thomas_1961unk-2;;;;;;142096;;;;;;;;;;Jung-Hammon;Thomas;NA;m;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Ursula_1953;;;;;;141454;;;;;;;;;;Jung;Ursula;NA;f;01jan1953;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Verena_1969;;;;;;151828;;;;;;;;;;Jung-Schmidt;Verena-Sophia;NA;f;01jan1969;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Volker_1942;;;;;;100553;11001040;;;;;;;;;Jung;Volker;NA;m;24feb1942;NC;NA;;;NA;;;;;;;;;;;;
DE_Jung_Volkhard_1934;;;;;;70188;;;;;;;;;;Jung;Volkhard;NA;m;07mar1934;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jung_Walter_1950;;;;;;173242;;;;;;;;;;Jung;Walter;NA;m;01jan1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Werner_1918;;;;;;4437;;;;;;;;;;Jung;Werner;NA;m;19oct1918;NA;Thaleischweiler;;;NA;;;;;;;;;;;;
DE_Jung_Wilhelm_1928;;;;;;91311;11001041;;;;;;;;;Jung;Wilhelm;NA;m;26mar1928;24oct2015;NA;;;NA;;;;;;;;;;;;
DE_Jung_Willi_1929;;;;;;4438;;;;;;;;;;Jung;Willi;NA;m;14may1929;NA;NA;;;NA;;;;;;;;;;;;
DE_Jung_Xaver_1962;;;;;;141884;11004316;;;;;;;;;Jung;Xaver;NA;m;23mar1962;NC;Kusel;;;NA;;;XaverJung;1313226002;;;;;;;;
DE_Junga_Mechthilde_1947;;;;;;71016;;;;;;;;;;Junga;Mechthilde;NA;f;30jan1947;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungbauer_Hubert_1953;;;;;;141928;;;;;;;;;;Jungbauer;Hubert;NA;m;01jan1953;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungblut_Marika_1964;;;;;;;;;;;;;;;;Jungblut;Marika;;f;1964;;;;;NA;;;;;;;;;;;;
DE_Jungbluth_Brunhilde_1936;;;;;;163346;;;;;;;;;;Jungbluth;Brunhilde;NA;f;01jan1936;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungbluth_Torsten_1967;;;;;;;;;;;;;;;;Jungbluth;Torsten;;m;1967;;;;;NA;;;;;;;;;;;;
DE_Jungclaus_Fred_1949;;;;;;100157;;;;;;;;;;Jungclaus;Fred;NA;m;01jan1949;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungclaus_Michael_1964;;;;;;;;;;;;;;;;Jungclaus;Michael-Peter;;m;1964;;;;;NA;;;;;;;;;;;;
DE_Jungclaus_Wichard_1967;;;;;;142560;;;;;;;;;;Jungclaus;Wichard;NA;m;01jan1967;NA;NA;;;Dr;;;;;;;;;;;;
DE_Junge_Andreas_1964;;;;;;152338;;;;;;;;;;Junge;Andreas-Lothar;NA;m;01jan1964;NA;NA;;;NA;;;;;;;;;;;;
DE_Junge_Claus_1925;;;;;;4439;;;;;;;;;;Junge;Claus-Werner;NA;m;12feb1925;NA;Oldendorf;;;NA;;;;;;;;;;;;
DE_Junge_Frank_1967;;;;;;200175;11004317;;;;;;;;;Junge;Frank-Michael;NA;m;05may1967;NC;Halle (Saale);;;NA;;;frankjunge;303154465;;;;;;;;
DE_Junge_Gerhard_1950;;;;;;120824;;;;;;;;;;Junge;Gerhard-Kurt;NA;m;01jan1950;NA;NA;;;Dr;;;;;;;;;;;;
DE_Junge_Hans_1948;;;;;;110905;;;;;;;;;;Junge;Hans-Christoph;NA;m;01jan1948;NA;NA;;;Dr;;;;;;;;;;;;
DE_Junge_Markus_1974;;;;;;132693;;;;;;;;;;Junge;Markus;NA;m;01jan1974;NA;NA;;;NA;;;;;;;;;;;;
DE_Junge_Walther_1908;;;;;;4440;;;;;;;;;;Junge;Walther;NA;m;01oct1908;NA;Hamburg;;;NA;;;;;;;;;;;;
DE_Jungen_Peter_1939;;;;;;80972;;;;;;;;;;Jungen;Peter;NA;m;21aug1939;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungert_Erwin_1907;;;;;;4441;;;;;;;;;;Jungert;Erwin;NA;m;23feb1907;NA;Breslau;;;NA;;;;;;;;;;;;
DE_Jungfleisch_Heinz_1924;;;;;;91070;;;;;;;;;;Jungfleisch;Heinz;NA;m;01jan1924;NA;NA;;;NA;;;;;;;;;;;;
DE_Jungfleisch_Ursula_1966;;;;;;144687;;;;;;;;;;Jungfleisch;Ursula;NA;f;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Junghaenel_Dieter_1934;;;;;;152203;;;;;;;;;;Junghaenel;Dieter;NA;m;01jan1934;NA;NA;;;NA;;;;;;;;;;;;
DE_Junghaenel_Siegmar_1936;;;;;;110286;;;;;;;;;;Junghaenel;Siegmar;NA;m;01jan1936;NA;NA;;;NA;;;;;;;;;;;;
DE_Junghanns_Ulrich_1956;;;;;;120957;11001042;;;;;;;;;Junghanns;Ulrich;NA;m;25may1956;NC;NA;;;NA;;;;;;;;;;;;
DE_Junghans_Cornelius_1951;;;;;;144643;;;;;;;;;;Junghans;Cornelius;NA;m;01jan1951;NA;NA;;;Dr;;;;;;;;;;;;
DE_Junghans_Hans_1922;;;;;;4442;11001043;;;;;;;;;Junghans;Hans-Juergen;NA;m;27jan1922;15jul2003;Hannover;;;NA;;;;;;;;;;;;
DE_Jungherr_Ursula_1946;;;;;;144048;;;;;;;;;;Jungherr;Ursula;NA;f;01jan1946;NA;NA;;;Dr;;;;;;;;;;;;
DE_Jungherz_Hubert_1896;;;;;;4443;11001044;;;;;;;;;Jungherz;Hubert;NA;m;14feb1896;21mar1975;Eupen;;;NA;;;;;;;;;;;;
DE_Junginger_Evamaria_1924;;;;;;4444;;;;;;;;;;Junginger;Evamaria;NA;f;07jun1924;NA;Kassel;;;NA;;;;;;;;;;;;
DE_Jungjohann_Hans_1920;;;;;;90692;;;;;;;;;;Jungjohann;Hans;NA;m;01jan1920;NA;NA;;;NA;;;;;;;;;;;;
